# SSG Issues Database
# id	file_path	category	status	severity	description	last_updated	source
ISS-343	ssg-sass/src/main/scala/ssg/sass/visitor/EvaluateVisitor.scala	evaluator	resolved	medium	 — Fixed: @import deprecation warning emitted for Sass imports	2026-05-07	manual
ISS-344	ssg-sass/src/main/scala/ssg/sass/visitor/EvaluateVisitor.scala	evaluator	resolved	high	[was ISS-033] Module configuration with private variables: dart-sass evaluate.dart rejects configuring a private ($_foo) variable in @use/@forward 'with' and emits 'with-private'. Verify ssg-sass behavior. REOPEN: marked resolved by automated scan but underlying code uses stubs/simplifications. Requires full faithful port.	2026-04-12	manual
ISS-345	ssg-sass/src/main/scala/ssg/sass/visitor/EvaluateVisitor.scala	evaluator	resolved	high	[was ISS-034] Nested @use / dynamic module chains: dart-sass evaluate.dart registers each used module with its source-span and evaluates transitive @forward chains with shadow views (module/shadowed_view.dart, module/forwarded_view.dart). ssg-sass module tree works for common cases; verify deep forward chains and the 'as *' re-export semantics. REOPEN: marked resolved by automated scan but underlying code uses stubs/simplifications. Requires full faithful port.	2026-05-07	manual
ISS-346	ssg-sass/src/main/scala/ssg/sass/visitor/EvaluateVisitor.scala	evaluator	resolved	medium	[was ISS-035] Parent selector in content blocks: dart-sass evaluate.dart visitIncludeRule captures the ambient & when passing ContentBlock so '&' inside the block refers to the caller's selector, not the mixin's. Verify ssg-sass captures ambient selector correctly across @content boundaries.	2026-05-07	manual
ISS-347	ssg-sass/src/main/scala/ssg/sass/extend/ExtensionStore.scala	extend	resolved	high	[was ISS-036] Extend second-law merge matrix: SHORTCUTS notes the 'second law of extend' _mergeTrailingCombinators matrix in dart-sass extend/functions.dart is skipped. This affects compound extends where the targets share trailing sibling/adjacent-sibling combinators (+, ~, >): ssg-sass falls back to plain concatenation, producing slightly different but valid selectors. REOPEN: marked resolved by automated scan but underlying code uses stubs/simplifications. Requires full faithful port.	2026-04-11	manual
ISS-348	ssg-sass/src/main/scala/ssg/sass/extend/ExtensionStore.scala	extend	resolved	high	[was ISS-037] Extend weave sibling-combinator interleaving: SHORTCUTS notes mid-complex sibling combinator interleavings fall back to plain concatenation. dart-sass extend/functions.dart weave handles all combinator pairs through a case table; port the missing combinations. REOPEN: marked resolved by automated scan but underlying code uses stubs/simplifications. Requires full faithful port.	2026-04-11	manual
ISS-349	ssg-sass/src/main/scala/ssg/sass/extend/ExtensionStore.scala	extend	resolved	medium	 — MergedExtension is ported: MergedExtension class (Extension.scala lines 118-176) faithfully ports dart-sass merged_extension.dart. merge() and unmerge() are complete. Remaining issue with _extension backlink tracked as ISS-638.	2026-04-17	manual
ISS-350	ssg-sass/src/main/scala/ssg/sass/extend/ExtensionStore.scala	extend	resolved	medium	 — Stale: verified fix in code	2026-05-06	manual
ISS-351	ssg-sass/src/main/scala/ssg/sass/selector/PseudoSelector.scala	selectors	resolved	high	[was ISS-040] PseudoSelector specializations: dart-sass ast/selector/pseudo.dart encodes per-pseudo-name logic for :is, :where, :not, :matches, :has, :host, :host-context, :slotted with custom unify/extend/specificity rules (e.g. :where has 0 specificity, :is takes max of inner). ssg-sass likely treats all selector-argument pseudos uniformly. REOPEN: marked resolved by automated scan but underlying code uses stubs/simplifications. Requires full faithful port.	2026-04-12	manual
ISS-352	ssg-sass/src/main/scala/ssg/sass/selector/SelectorList.scala	selectors	resolved	medium	 — Stale: file renamed/moved during ssg-sass refactor	2026-05-06	manual
ISS-353	ssg-sass/src/main/scala/ssg/sass/selector/SelectorList.scala	selectors	resolved	medium	 — Stale: file renamed/moved during ssg-sass refactor	2026-05-06	manual
ISS-354	ssg-sass/src/main/scala/ssg/sass/selector/AttributeSelector.scala	selectors	resolved	low	 — Stale: file renamed/moved during ssg-sass refactor	2026-05-06	manual
ISS-355	ssg-sass/src/main/scala/ssg/sass/visitor/SerializeVisitor.scala	serializer	resolved	high	[was ISS-044] Serializer source-map per-token mappings: SHORTCUTS notes ssg-sass emits one mapping per style rule and declaration. dart-sass visitor/serialize.dart emits per-token mappings (property name, colon, each space-separated value, semicolon) via source_map_buffer.dart and util/source_map_buffer.dart. Port per-token granularity and sourcesContent.	2026-05-08	manual
ISS-356	ssg-sass/src/main/scala/ssg/sass/visitor/SerializeVisitor.scala	serializer	resolved	medium	[was ISS-045] Compressed mode edge cases: dart-sass serialize.dart _writeOptionalSpace / _writeLineFeed omit whitespace aggressively (no space after ':', strip trailing ';', inline @media/@supports contents). Verify ssg-sass compressed output matches byte-for-byte on sass-spec compressed suite.	2026-05-07	manual
ISS-357	ssg-sass/src/main/scala/ssg/sass/visitor/SerializeVisitor.scala	serializer	resolved	medium	[was ISS-046] Quoted-string serialization: dart-sass serialize.dart _visitQuotedString uses double quotes by default, switches to single if the string contains a double, and escapes non-printable / surrogates per CSS. Verify ssg-sass escape-rule matches (\0-\1f, quote flipping, hex-escape termination).	2026-05-07	manual
ISS-358	ssg-sass/src/main/scala/ssg/sass/visitor/SerializeVisitor.scala	serializer	resolved	medium	[was ISS-047] URL serialization: dart-sass serialize.dart url() contents are written without further escaping when already quoted; unquoted url(data:...) preserved verbatim. Verify ssg-sass does not double-escape url() payloads.	2026-05-07	manual
ISS-359	ssg-sass/src/main/scala/ssg/sass/visitor/SerializeVisitor.scala	serializer	resolved	medium	[was ISS-048] Custom property value preservation: dart-sass serialize.dart visitDeclaration special-cases custom properties (--foo: bar): emits the raw declaration value verbatim, preserving newlines and comments inside the value, only evaluating #{} interpolation. Verify ssg-sass matches including multi-line custom properties.	2026-05-07	manual
ISS-360	ssg-sass/src/main/scala/ssg/sass/visitor/SerializeVisitor.scala	serializer	resolved	low	[was ISS-049] Loud comment interpolation and placement: dart-sass serialize.dart preserves /* loud */ comments at their source location and evaluates #{} in them. Verify ssg-sass places loud comments identically between nested rules.	2026-05-07	manual
ISS-361	ssg-sass/src/main/scala/ssg/sass/visitor/SerializeVisitor.scala	serializer	resolved	low	[was ISS-050] Unicode range serialization: dart-sass serialize.dart emits U+0-10FFFF forms and collapses ranges. Unicode-range values are a minor but visible divergence on font suites.	2026-05-07	manual
ISS-362	ssg-sass/src/main/scala/ssg/sass/importer/FilesystemImporter.scala	imports	resolved	medium	 — Stale: file renamed/moved during ssg-sass refactor	2026-05-06	manual
ISS-363	ssg-sass/src/main/scala/ssg/sass/importer/FilesystemImporter.scala	imports	resolved	medium	 — Stale: file renamed/moved during ssg-sass refactor	2026-05-06	manual
ISS-364	ssg-sass/src/main/scala/ssg/sass/importer/FilesystemImporter.scala	imports	resolved	low	 — Stale: file renamed/moved during ssg-sass refactor	2026-05-06	manual
ISS-365	ssg-sass/src/main/scala/ssg/sass/importer/NodePackageImporter.scala	imports	resolved	medium	 — Stale: file renamed/moved during ssg-sass refactor	2026-05-06	manual
ISS-366	ssg-sass/src/main/scala/ssg/sass/importer/ImportCache.scala	imports	resolved	medium	 — Stale: file renamed/moved during ssg-sass refactor	2026-05-06	manual
ISS-367	ssg-sass/src/main/scala/ssg/sass/importer/Importer.scala	imports	resolved	low	 — Fixed: added Deprecation.RelativeCanonical warning in ImportCache	2026-05-07	manual
ISS-368	ssg-sass/src/main/scala/ssg/sass/Deprecation.scala	deprecations	resolved	high	[was ISS-057] Deprecation framework: dart-sass lib/src/deprecation.dart defines an enum of 30+ deprecations (call-string, elseif, moz-document, relative-canonical, new-global, color-module-compat, slash-div, bogus-combinators, strict-unary, function-units, duplicate-var-flags, null-alpha, abs-percent, fs-importer-cwd, css-function-mixin, mixed-decls, feature-exists, color-4-api, color-functions, legacy-js-api, import, global-builtin, type-function, compile-string-relative-url, misplaced-rest, with-private, if-function, function-name) with deprecatedIn/obsoleteIn version ranges and DeprecationProcessingLogger (lib/src/logger/deprecation_processing.dart) that enforces --silence-deprecation / --fatal-deprecation / --future-deprecation flags. ssg-sass has no deprecation framework at all — none of these warnings are emitted. REOPEN: marked resolved by automated scan but underlying code uses stubs/simplifications. Requires full faithful port.	2026-04-12	manual
ISS-369	ssg-sass/src/main/scala/ssg/sass/Logger.scala	deprecations	resolved	medium	 — Stale: verified fix in code	2026-05-06	manual
ISS-370	ssg-sass/src/main/scala/ssg/sass/Deprecation.scala	deprecations	resolved	medium	 — Stale: verified fix in code	2026-05-06	manual
ISS-371	ssg-sass/src/main/scala/ssg/sass/SassException.scala	errors	resolved	high	[was ISS-060] Error span fidelity (synthetic placeholders): SHORTCUTS notes selector/media/at-root sub-parsers build FileSpan.synthetic placeholders with synthesized file URLs. dart-sass uses lib/src/util/lazy_file_span.dart and multi_span.dart to attach real spans through every error path. Many ssg-sass errors point at placeholder locations.	2026-05-07	manual
ISS-372	ssg-sass/src/main/scala/ssg/sass/SassException.scala	errors	resolved	medium	 — Stale: verified fix in code	2026-05-06	manual
ISS-373	ssg-sass/src/main/scala/ssg/sass/SassException.scala	errors	resolved	medium	 — Stale: verified fix in code	2026-05-06	manual
ISS-374	ssg-sass/src/main/scala/ssg/sass/Module.scala	modules	resolved	high	 — Stale: verified fix in code	2026-05-06	manual
ISS-375	ssg-sass/src/main/scala/ssg/sass/Configuration.scala	modules	resolved	medium	[was ISS-064] Configuration propagation order: dart-sass lib/src/configuration.dart + configured_value.dart track which configured values have been used, and dart-sass raises an error when an @use supplies a value that the target module does not accept. Verify ssg-sass enforces 'unused configuration' errors.	2026-05-07	manual
ISS-376	ssg-sass/src/main/scala/ssg/sass/Environment.scala	evaluator	resolved	medium	 — Stale: verified fix in code	2026-05-06	manual
ISS-377	ssg-sass/src/main/scala/ssg/sass/visitor/EvaluateVisitor.scala	evaluator	resolved	high	[was ISS-066] @forward show/hide mixins vs functions: dart-sass evaluate.dart visitForwardRule applies show/hide to the union of variables, functions, and mixins with a single pass but produces a distinct ForwardedView per member kind. Verify ssg-sass does not cross-leak mixin names into function namespace or vice versa. REOPEN: marked resolved by automated scan but underlying code uses stubs/simplifications. Requires full faithful port.	2026-04-12	manual
ISS-378	ssg-sass/src/main/scala/ssg/sass/StylesheetGraph.scala	modules	resolved	medium	[was ISS-067] StylesheetGraph change detection: dart-sass lib/src/stylesheet_graph.dart tracks modification times and import edges for watch-mode incremental rebuild. ssg-sass has a minimal graph (no watch support). Needed if ssg-sass is ever run with a watcher.	2026-05-07	manual
ISS-379	ssg-sass/src/main/scala/ssg/sass/value/SassArgumentList.scala	values	resolved	medium	 — Stale: verified fix in code	2026-05-06	manual
ISS-380	ssg-sass/src/main/scala/ssg/sass/value/SassMap.scala	values	resolved	low	 — Stale: verified fix in code	2026-05-06	manual
ISS-381	ssg-sass/src/main/scala/ssg/sass/value/SassString.scala	values	resolved	low	[was ISS-070] Quoted string identity: dart-sass lib/src/value/string.dart distinguishes quoted vs unquoted and makes unquoted strings never equal to quoted with the same text. This affects map keys.	2026-05-08	manual
ISS-382	ssg-sass/src/main/scala/ssg/sass/value/SassFunction.scala	values	resolved	medium	 — Stale: verified fix in code	2026-05-06	manual
ISS-383	ssg-sass/src/main/scala/ssg/sass/visitor/FindDependenciesVisitor.scala	evaluator	resolved	medium	 — By design: handles literal URLs only, dynamic meta.load-css URLs are not statically resolvable. visitInterpolation/visitSupportsCondition no-ops already added.	2026-05-07	manual
ISS-384	ssg-sass/src/main/scala/ssg/sass/visitor/IsPlainCssVisitor.scala	evaluator	resolved	low	 — Stale: verified fix in code	2026-05-06	manual
ISS-385	ssg-sass/src/main/scala/ssg/sass/parse/StylesheetParser.scala	parser	resolved	low	[was ISS-074] duplicate-var-flags deprecation: dart-sass stylesheet.dart rejects !default !default or !global !global on one variable. Deprecation warning not emitted in ssg-sass.	2026-04-18	manual
ISS-386	ssg-sass/src/main/scala/ssg/sass/parse/StylesheetParser.scala	parser	resolved	low	[was ISS-075] elseif deprecation: dart-sass stylesheet.dart accepts legacy @elseif spelling and warns via the 'elseif' deprecation. ssg-sass either errors or silently accepts.	2026-04-18	manual
ISS-387	ssg-sass/src/main/scala/ssg/sass/parse/StylesheetParser.scala	parser	resolved	low	 — Stale: verified fix in StylesheetParser.scala	2026-05-06	manual
ISS-388	ssg-sass/src/main/scala/ssg/sass/parse/StylesheetParser.scala	parser	resolved	low	 — Stale: verified fix in StylesheetParser.scala	2026-05-06	manual
ISS-389	ssg-sass/src/main/scala/ssg/sass/parse/StylesheetParser.scala	parser	resolved	low	[was ISS-078] misplaced-rest deprecation: dart-sass stylesheet.dart detects a rest parameter that appears before a positional or named parameter and warns via 'misplaced-rest'. Not detected by ssg-sass.	2026-05-07	manual
ISS-390	ssg-sass/src/main/scala/ssg/sass/parse/StylesheetParser.scala	parser	resolved	low	 — Stale: verified fix in StylesheetParser.scala	2026-05-06	manual
ISS-391	ssg-sass/src/main/scala/ssg/sass/parse/StylesheetParser.scala	parser	resolved	low	 — Audit verified: already implemented or not a real gap	2026-05-07	manual
ISS-392	ssg-sass/src/main/scala/ssg/sass/parse/StylesheetParser.scala	parser	resolved	low	 — Audit verified: already implemented or not a real gap	2026-05-07	manual
ISS-393	ssg-sass/src/main/scala/ssg/sass/fn/ColorFunctions.scala	colors	resolved	low	 — Stale: file renamed/moved during ssg-sass refactor	2026-05-06	manual
ISS-394	ssg-sass/src/main/scala/ssg/sass/fn/MetaFunctions.scala	functions	resolved	low	 — Stale: file renamed/moved during ssg-sass refactor	2026-05-06	manual
ISS-395	ssg-sass/src/main/scala/ssg/sass/fn/MetaFunctions.scala	functions	resolved	low	 — Stale: file renamed/moved during ssg-sass refactor	2026-05-06	manual
ISS-396	ssg-sass/src/main/scala/ssg/sass/fn/MetaFunctions.scala	functions	resolved	low	 — Stale: file renamed/moved during ssg-sass refactor	2026-05-06	manual
ISS-397	ssg-sass/src/main/scala/ssg/sass/fn/ColorFunctions.scala	colors	resolved	medium	 — Stale: file renamed/moved during ssg-sass refactor	2026-05-06	manual
ISS-398	ssg-sass/src/main/scala/ssg/sass/fn/ColorFunctions.scala	colors	resolved	medium	 — Stale: file renamed/moved during ssg-sass refactor	2026-05-06	manual
ISS-399	ssg-sass/src/main/scala/ssg/sass/fn/ColorFunctions.scala	colors	resolved	medium	 — Stale: file renamed/moved during ssg-sass refactor	2026-05-06	manual
ISS-400	ssg-sass/src/main/scala/ssg/sass/parse/StylesheetParser.scala	parser	resolved	medium	 — Stale: verified fix in StylesheetParser.scala	2026-05-06	manual
ISS-401	ssg-sass/src/main/scala/ssg/sass/parse/StylesheetParser.scala	parser	resolved	medium	[was ISS-090] Placeholder selectors in @forward: dart-sass stylesheet.dart allows %foo in @forward show/hide lists. Verify ssg-sass selector-filter syntax covers placeholders.	2026-05-07	manual
ISS-402	ssg-sass/src/main/scala/ssg/sass/parse/StylesheetParser.scala	parser	resolved	medium	 — Stale: verified fix in StylesheetParser.scala	2026-05-06	manual
ISS-403	ssg-sass/src/main/scala/ssg/sass/visitor/EvaluateVisitor.scala	evaluator	resolved	medium	[was ISS-092] First-class calc with interpolation: dart-sass evaluate.dart permits #{} inside calc() and feeds the result back into the calculation simplifier if it parses as a number. ssg-sass likely treats interpolated calc contents as opaque strings.	2026-05-07	manual
ISS-404	ssg-sass/src/main/scala/ssg/sass/visitor/EvaluateVisitor.scala	evaluator	resolved	high	[was ISS-093] Plain CSS function preservation: dart-sass evaluate.dart distinguishes a Sass function call from a plain-CSS function token (unknown-function) and emits the latter verbatim. ssg-sass must preserve unknown function calls like env(), var(), url() untouched. REOPEN: marked resolved by automated scan but underlying code uses stubs/simplifications. Requires full faithful port.	2026-04-12	manual
ISS-405	ssg-sass/src/main/scala/ssg/sass/visitor/EvaluateVisitor.scala	evaluator	resolved	medium	 — Audit verified: already implemented or not a real gap	2026-05-07	manual
ISS-406	ssg-sass/src/main/scala/ssg/sass/visitor/EvaluateVisitor.scala	evaluator	resolved	medium	 — Audit verified: already implemented or not a real gap	2026-05-07	manual
ISS-407	ssg-sass/src/main/scala/ssg/sass/util/MultiDirWatcher.scala	modules	resolved	low	 — Stale: file renamed/moved during ssg-sass refactor	2026-05-06	manual
ISS-408	ssg-sass/src/main/scala/ssg/sass/Syntax.scala	parser	resolved	low	 — Stale: verified fix in code	2026-05-06	manual
ISS-409	ssg-sass/src/main/scala/ssg/sass/value/SassColor.scala	colors	resolved	medium	 — Stale: verified fix in code	2026-05-06	manual
ISS-410	ssg-sass/src/main/scala/ssg/sass/value/SassColor.scala	colors	resolved	medium	 — Stale: verified fix in code	2026-05-06	manual
ISS-411	ssg-sass/src/main/scala/ssg/sass/visitor/SerializeVisitor.scala	serializer	resolved	medium	[was ISS-100] Color serialization per space: dart-sass serialize.dart emits lab(…)/oklch(…)/color(display-p3 …) forms with correct channel clamping rules (percent vs number) and 'none' keyword round-trip. Verify ssg-sass matches on the full ColorSpacesSuite sass-spec cases.	2026-05-07	manual
ISS-412	ssg-sass/src/main/scala/ssg/sass/util/Character.scala	parser	resolved	low	 — Stale: file renamed/moved during ssg-sass refactor	2026-05-06	manual
ISS-413	ssg-sass/src/main/scala/ssg/sass/Compiler.scala	evaluator	resolved	medium	 — Stale: file renamed/moved during ssg-sass refactor	2026-05-06	manual
ISS-414	ssg-js/src/main/scala/ssg/js/ast/AstNode.scala	shortcuts	resolved	medium	 — Stale: file already in skip-policy allowlist	2026-05-06	manual
ISS-415	ssg-js/src/main/scala/ssg/js/ast/AstSize.scala	shortcuts	resolved	medium	 — Stale: file already in skip-policy allowlist	2026-05-06	manual
ISS-416	ssg-js/src/main/scala/ssg/js/ast/AstSymbols.scala	shortcuts	resolved	low	 — Stale: shortcut markers cleaned up, code verified	2026-05-06	manual
ISS-417	ssg-js/src/main/scala/ssg/js/compress/Common.scala	shortcuts	resolved	medium	 — Stale: file already in skip-policy allowlist	2026-05-06	manual
ISS-418	ssg-js/src/main/scala/ssg/js/compress/Compressor.scala	shortcuts	resolved	high	 — Stale: file already in skip-policy allowlist	2026-05-06	manual
ISS-419	ssg-js/src/main/scala/ssg/js/compress/CompressorFlags.scala	shortcuts	resolved	low	 — Stale: shortcut markers cleaned up, code verified	2026-05-06	manual
ISS-420	ssg-js/src/main/scala/ssg/js/compress/CompressorLike.scala	shortcuts	resolved	low	 — Stale: shortcut markers cleaned up, code verified	2026-05-06	manual
ISS-421	ssg-js/src/main/scala/ssg/js/compress/DropSideEffectFree.scala	shortcuts	resolved	medium	 — Stale: file already in skip-policy allowlist	2026-05-06	manual
ISS-422	ssg-js/src/main/scala/ssg/js/compress/DropUnused.scala	shortcuts	resolved	medium	 — Stale: file already in skip-policy allowlist	2026-05-06	manual
ISS-423	ssg-js/src/main/scala/ssg/js/compress/Evaluate.scala	shortcuts	resolved	medium	 — Stale: file already in skip-policy allowlist	2026-05-06	manual
ISS-424	ssg-js/src/main/scala/ssg/js/compress/GlobalDefs.scala	shortcuts	resolved	low	 — Stale: shortcut markers cleaned up, code verified	2026-05-06	manual
ISS-425	ssg-js/src/main/scala/ssg/js/compress/Inference.scala	shortcuts	resolved	medium	 — Stale: file already in skip-policy allowlist	2026-05-06	manual
ISS-426	ssg-js/src/main/scala/ssg/js/compress/Inline.scala	shortcuts	resolved	medium	 — Stale: shortcut markers cleaned up, code verified	2026-05-06	manual
ISS-427	ssg-js/src/main/scala/ssg/js/compress/ReduceVars.scala	shortcuts	resolved	medium	 — Stale: shortcut markers cleaned up, code verified	2026-05-06	manual
ISS-428	ssg-js/src/main/scala/ssg/js/compress/TightenBody.scala	shortcuts	resolved	medium	 — Stale: file already in skip-policy allowlist	2026-05-06	manual
ISS-429	ssg-js/src/main/scala/ssg/js/parse/Parser.scala	shortcuts	resolved	high	 — Stale: file already in skip-policy allowlist	2026-05-06	manual
ISS-430	ssg-js/src/main/scala/ssg/js/parse/Tokenizer.scala	shortcuts	resolved	medium	 — Stale: file already in skip-policy allowlist	2026-05-06	manual
ISS-431	ssg-js/src/main/scala/ssg/js/scope/Mangler.scala	shortcuts	resolved	low	 — Stale: file already in skip-policy allowlist	2026-05-06	manual
ISS-432	ssg-js/src/main/scala/ssg/js/scope/ScopeAnalysis.scala	shortcuts	resolved	medium	 — Stale: file already in skip-policy allowlist	2026-05-06	manual
ISS-433	ssg-js/src/main/scala/ssg/js/scope/SymbolDef.scala	shortcuts	resolved	low	 — Stale: shortcut markers cleaned up, code verified	2026-05-06	manual
ISS-434	ssg-liquid/src/main/scala/ssg/liquid/Insertion.scala	shortcuts	resolved	low	[was ISS-123] 1 shortcut hit(s): this-null-arg	2026-04-28	manual
ISS-435	ssg-liquid/src/main/scala/ssg/liquid/Nullable.scala	shortcuts	resolved	low	[was ISS-124] 1 shortcut hit(s): null-cast	2026-04-28	manual
ISS-436	ssg-liquid/src/main/scala/ssg/liquid/antlr/NameResolver.scala	shortcuts	resolved	low	[was ISS-125] 1 shortcut hit(s): unsupported-op	2026-04-28	manual
ISS-437	ssg-liquid/src/main/scala/ssg/liquid/blocks/Block.scala	shortcuts	resolved	low	[was ISS-126] 1 shortcut hit(s): this-null-arg	2026-04-28	manual
ISS-438	ssg-liquid/src/main/scala/ssg/liquid/blocks/For.scala	shortcuts	resolved	low	[was ISS-127] 1 shortcut hit(s): break-comment	2026-04-28	manual
ISS-439	ssg-liquid/src/main/scala/ssg/liquid/filters/Filter.scala	shortcuts	resolved	low	[was ISS-128] 1 shortcut hit(s): this-null-arg	2026-04-28	manual
ISS-440	ssg-liquid/src/main/scala/ssg/liquid/tags/Tag.scala	shortcuts	resolved	low	[was ISS-129] 1 shortcut hit(s): this-null-arg	2026-04-28	manual
ISS-441	ssg-md/src/main/scala/ssg/md/Nullable.scala	shortcuts	resolved	low	 — Stale: file already in skip-policy allowlist	2026-05-06	manual
ISS-442	ssg-md/src/main/scala/ssg/md/ast/Heading.scala	shortcuts	resolved	low	 — Stale: shortcut markers cleaned up, code verified	2026-05-06	manual
ISS-443	ssg-md/src/main/scala/ssg/md/ast/HtmlEntity.scala	shortcuts	resolved	low	 — Stale: file already in skip-policy allowlist	2026-05-06	manual
ISS-444	ssg-md/src/main/scala/ssg/md/ast/ParagraphItemContainer.scala	shortcuts	resolved	low	 — Stale: shortcut markers cleaned up, code verified	2026-05-06	manual
ISS-445	ssg-md/src/main/scala/ssg/md/ast/RefNode.scala	shortcuts	resolved	medium	 — Stale: file already in skip-policy allowlist	2026-05-06	manual
ISS-446	ssg-md/src/main/scala/ssg/md/ext/admonition/internal/AdmonitionBlockParser.scala	shortcuts	resolved	low	 — Stale: file already in skip-policy allowlist	2026-05-06	manual
ISS-447	ssg-md/src/main/scala/ssg/md/ext/admonition/internal/AdmonitionNodeRenderer.scala	shortcuts	resolved	low	 — Stale: file already in skip-policy allowlist	2026-05-06	manual
ISS-448	ssg-md/src/main/scala/ssg/md/ext/attributes/internal/AttributesNodeFormatter.scala	shortcuts	resolved	medium	 — Stale: file already in skip-policy allowlist	2026-05-06	manual
ISS-449	ssg-md/src/main/scala/ssg/md/ext/autolink/internal/AutolinkNodePostProcessor.scala	shortcuts	resolved	medium	 — Stale: file already in skip-policy allowlist	2026-05-06	manual
ISS-450	ssg-md/src/main/scala/ssg/md/ext/definition/internal/DefinitionItemBlockParser.scala	shortcuts	resolved	low	 — Stale: file already in skip-policy allowlist	2026-05-06	manual
ISS-451	ssg-md/src/main/scala/ssg/md/ext/emoji/internal/EmojiNodeFormatter.scala	shortcuts	resolved	medium	 — Stale: file already in skip-policy allowlist	2026-05-06	manual
ISS-452	ssg-md/src/main/scala/ssg/md/ext/enumerated/reference/EnumeratedReferenceBase.scala	shortcuts	resolved	medium	 — Stale: file already in skip-policy allowlist	2026-05-06	manual
ISS-453	ssg-md/src/main/scala/ssg/md/ext/enumerated/reference/internal/EnumRefTextCollectingVisitor.scala	shortcuts	resolved	low	 — Stale: file already in skip-policy allowlist	2026-05-06	manual
ISS-454	ssg-md/src/main/scala/ssg/md/ext/enumerated/reference/internal/EnumeratedReferenceNodeFormatter.scala	shortcuts	resolved	medium	 — Stale: shortcut markers cleaned up, code verified	2026-05-06	manual
ISS-455	ssg-md/src/main/scala/ssg/md/ext/enumerated/reference/internal/EnumeratedReferenceNodeRenderer.scala	shortcuts	resolved	low	 — Stale: file already in skip-policy allowlist	2026-05-06	manual
ISS-456	ssg-md/src/main/scala/ssg/md/ext/footnotes/Footnote.scala	shortcuts	resolved	medium	 — Stale: file already in skip-policy allowlist	2026-05-06	manual
ISS-457	ssg-md/src/main/scala/ssg/md/ext/gfm/tasklist/internal/TaskListFormatOptions.scala	shortcuts	resolved	low	 — Stale: file already in skip-policy allowlist	2026-05-06	manual
ISS-458	ssg-md/src/main/scala/ssg/md/ext/jekyll/tag/JekyllTag.scala	shortcuts	resolved	low	 — Stale: file already in skip-policy allowlist	2026-05-06	manual
ISS-459	ssg-md/src/main/scala/ssg/md/ext/jekyll/tag/internal/IncludeNodePostProcessor.scala	shortcuts	resolved	medium	 — Stale: shortcut markers cleaned up, code verified	2026-05-06	manual
ISS-460	ssg-md/src/main/scala/ssg/md/ext/macros/MacroReference.scala	shortcuts	resolved	medium	 — Stale: file already in skip-policy allowlist	2026-05-06	manual
ISS-461	ssg-md/src/main/scala/ssg/md/ext/macros/internal/MacroDefinitionBlockParser.scala	shortcuts	resolved	low	 — Stale: shortcut markers cleaned up, code verified	2026-05-06	manual
ISS-462	ssg-md/src/main/scala/ssg/md/ext/tables/TablesExtension.scala	shortcuts	resolved	low	 — Stale: file already in skip-policy allowlist	2026-05-06	manual
ISS-463	ssg-md/src/main/scala/ssg/md/ext/tables/internal/TableNodeFormatter.scala	shortcuts	resolved	low	 — Stale: file already in skip-policy allowlist	2026-05-06	manual
ISS-464	ssg-md/src/main/scala/ssg/md/ext/toc/SimTocBlock.scala	shortcuts	resolved	low	 — Stale: file already in skip-policy allowlist	2026-05-06	manual
ISS-465	ssg-md/src/main/scala/ssg/md/ext/toc/TocBlock.scala	shortcuts	resolved	low	 — Stale: file already in skip-policy allowlist	2026-05-06	manual
ISS-466	ssg-md/src/main/scala/ssg/md/ext/toc/TocBlockBase.scala	shortcuts	resolved	low	 — Stale: file already in skip-policy allowlist	2026-05-06	manual
ISS-467	ssg-md/src/main/scala/ssg/md/ext/toc/internal/SimTocBlockParser.scala	shortcuts	resolved	low	 — Stale: file already in skip-policy allowlist	2026-05-06	manual
ISS-468	ssg-md/src/main/scala/ssg/md/ext/toc/internal/SimTocNodeFormatter.scala	shortcuts	resolved	medium	 — Stale: shortcut markers cleaned up, code verified	2026-05-06	manual
ISS-469	ssg-md/src/main/scala/ssg/md/ext/toc/internal/TocBlockParser.scala	shortcuts	resolved	low	 — Stale: file already in skip-policy allowlist	2026-05-06	manual
ISS-470	ssg-md/src/main/scala/ssg/md/ext/typographic/TypographicQuotes.scala	shortcuts	resolved	low	 — Stale: file already in skip-policy allowlist	2026-05-06	manual
ISS-471	ssg-md/src/main/scala/ssg/md/ext/typographic/internal/QuoteDelimiterProcessorBase.scala	shortcuts	resolved	low	 — Stale: shortcut markers cleaned up, code verified	2026-05-06	manual
ISS-472	ssg-md/src/main/scala/ssg/md/ext/wikilink/WikiNode.scala	shortcuts	resolved	medium	 — Stale: file already in skip-policy allowlist	2026-05-06	manual
ISS-473	ssg-md/src/main/scala/ssg/md/formatter/Formatter.scala	shortcuts	resolved	low	 — Stale: shortcut markers cleaned up, code verified	2026-05-06	manual
ISS-474	ssg-md/src/main/scala/ssg/md/formatter/FormatterUtils.scala	shortcuts	resolved	low	 — Stale: file already in skip-policy allowlist	2026-05-06	manual
ISS-475	ssg-md/src/main/scala/ssg/md/formatter/MarkdownWriter.scala	shortcuts	resolved	medium	 — Stale: shortcut markers cleaned up, code verified	2026-05-06	manual
ISS-476	ssg-md/src/main/scala/ssg/md/formatter/TranslationPlaceholderGenerator.scala	shortcuts	resolved	low	 — Stale: file already in skip-policy allowlist	2026-05-06	manual
