# SSG Issues Database
# id	file_path	category	status	severity	description	last_updated	source
ISS-188	ssg-js/src/main/scala/ssg/js/compress/Compressor.scala	incomplete-port	resolved	high	optimizeBinary && case missing truthy-rr branch with parent check. Original index.js:2491-2496: when rr evaluates to truthy constant and (parent.operator==&& && parent.left===self || inBooleanContext()), return self.left. Port at lines 1145-1167 only handles rr==Some(false), missing the truthy-constant case with parent-is-&&-with-left check.	2026-04-13	manual
ISS-189	ssg-js/src/main/scala/ssg/js/compress/Compressor.scala	incomplete-port	resolved	high	optimizeBinary || case missing falsy-rr branch with parent check. Original index.js:2518-2523: when rr evaluates to falsy and (parent.operator==|| && parent.left===self || inBooleanContext()), return self.left. Port at lines 1178-1200 only handles rr==Some(true), missing the falsy case with parent-is-||-with-left check.	2026-04-13	manual
ISS-190	ssg-js/src/main/scala/ssg/js/compress/Compressor.scala	incomplete-port	resolved	medium	optimizeBinary missing set_flag TRUTHY/FALSY fallbacks. Original index.js:2488-2490 sets FALSY flag when rr is falsy but not in boolean context. index.js:2530-2532 sets TRUTHY flag when rr is truthy but not in boolean context. Port omits these else branches, breaking multi-pass truthiness propagation.	2026-04-13	manual
ISS-191	ssg-js/src/main/scala/ssg/js/compress/Compressor.scala	incomplete-port	resolved	medium	regexpIsSafe (line 2324-2328) uses simplified logic: only checks for backslash-c, backslash-x, backslash-u escapes. Original utils/index.js:244-247 uses regex to allow only specific safe characters. Port may allow unsafe patterns or reject safe ones.	2026-04-13	manual
ISS-192	ssg-js/src/main/scala/ssg/js/compress/Compressor.scala	incomplete-port	resolved	medium	regexpSourceFix (line 2332-2335) only escapes forward slash. Original utils/index.js:231-240 escapes line terminators (null, newline, carriage return, U+2028, U+2029) with proper already-escaped detection. Missing escapes may cause parse errors for regex patterns containing these characters.	2026-04-13	manual
ISS-193	ssg-js/src/main/scala/ssg/js/compress/DropUnused.scala	incomplete-port	resolved	medium	DropUnused line 306 stale comment: is_self_referential and visit_nondeferred_class_parts exist in Inference.scala but not called for classes with side effects	2026-04-13	manual
ISS-194	ssg-js/src/main/scala/ssg/js/compress/Compressor.scala	incomplete-port	resolved	medium	flattenObject (lines 5003-5060) missing safe_to_flatten guard from original index.js:3516-3524. May produce incorrect code for this-bound methods.	2026-04-13	manual
ISS-195	ssg-js/src/main/scala/ssg/js/compress/Compressor.scala	incomplete-port	resolved	medium	flattenObject (lines 5003-5060) missing computed key sequence handling from original index.js:3558-3560. Loses key evaluation side effects.	2026-04-13	manual
ISS-196	ssg-js/src/main/scala/ssg/js/compress/Compressor.scala	incomplete-port	resolved	low	flattenObject missing unsafe_arrows ConciseMethod handling from index.js:3531,3540-3544. Objects with concise methods cannot be flattened.	2026-04-13	manual
ISS-197	ssg-js/src/main/scala/ssg/js/compress/Compressor.scala	incomplete-port	resolved	low	flattenObject missing Accessor to Function conversion from index.js:3553-3556. May produce invalid AST when flattening objects with getters/setters.	2026-04-13	manual
ISS-198	ssg-js/src/main/scala/ssg/js/compress/Compressor.scala	incomplete-port	resolved	low	unsafe_methods regex filter not implemented (lines 4359-4361). Original checks RegExp.test(keyStr), port always passes filter.	2026-04-13	manual
ISS-199	ssg-js/src/main/scala/ssg/js/compress/Hoisting.scala	incomplete-port	resolved	low	toAssignments line 88 skips destructuring patterns. Original handles destructuring in var definition hoisting.	2026-04-13	manual
ISS-200	ssg-js/src/main/scala/ssg/js/compress/Compressor.scala	incomplete-port	resolved	low	unsafe_Function body parsing stub at lines 2426-2431. Original parses and recompresses Function constructor calls.	2026-04-13	manual
ISS-201	ssg-js/src/main/scala/ssg/js/compress/Evaluate.scala	platform	open	medium	Compression tests fail on JS/Native despite correct class file. The reSafeRegexp pattern shows correct code without NUL in javap output, but runtime still throws PatternSyntaxException for \u0000. Tests skip on non-JVM as workaround. Root cause: possibly linker caching or platform-specific string handling.	2026-04-13	manual
ISS-202	ssg-md/src/main/scala/ssg/md/util/sequence/builder/SegmentBuilderBase.scala	shortcuts	open	low	2 shortcut hit(s): return-comment	2026-04-10	manual
ISS-203	ssg-md/src/main/scala/ssg/md/util/sequence/builder/tree/SegmentTree.scala	shortcuts	open	medium	4 shortcut hit(s): null-cast	2026-04-10	manual
ISS-204	ssg-minify/src/main/scala/ssg/minify/html/HtmlMinifier.scala	shortcuts	open	low	1 shortcut hit(s): simplified-comment	2026-04-10	manual
ISS-205	ssg-sass/src/main/scala/ssg/sass/Callable.scala	shortcuts	open	low	1 shortcut hit(s): todo	2026-04-10	manual
ISS-206	ssg-sass/src/main/scala/ssg/sass/Compile.scala	shortcuts	open	low	1 shortcut hit(s): unsupported-op	2026-04-10	manual
ISS-207	ssg-sass/src/main/scala/ssg/sass/InterpolationMap.scala	shortcuts	open	low	1 shortcut hit(s): unsupported-op	2026-04-10	manual
ISS-208	ssg-sass/src/main/scala/ssg/sass/Nullable.scala	shortcuts	open	low	1 shortcut hit(s): null-cast	2026-04-10	manual
ISS-209	ssg-sass/src/main/scala/ssg/sass/ast/css/CssStyleRule.scala	shortcuts	resolved	low	1 shortcut hit(s): placeholder-comment	2026-04-18	manual
ISS-210	ssg-sass/src/main/scala/ssg/sass/ast/sass/ArgumentDeclaration.scala	shortcuts	resolved	low	2 shortcut hit(s): scalastyle-ignore-return	2026-04-18	manual
ISS-211	ssg-sass/src/main/scala/ssg/sass/ast/sass/InterpolatedSelector.scala	shortcuts	resolved	low	2 shortcut hit(s): placeholder-comment	2026-04-18	manual
ISS-212	ssg-sass/src/main/scala/ssg/sass/ast/sass/SupportsCondition.scala	shortcuts	resolved	medium	5 shortcut hit(s): simplified-comment	2026-04-18	manual
ISS-213	ssg-sass/src/main/scala/ssg/sass/ast/selector/CompoundSelector.scala	shortcuts	resolved	low	2 shortcut hit(s): approximation-comment	2026-04-18	manual
ISS-214	ssg-sass/src/main/scala/ssg/sass/ast/selector/Selector.scala	shortcuts	resolved	low	1 shortcut hit(s): placeholder-comment	2026-04-18	manual
ISS-215	ssg-sass/src/main/scala/ssg/sass/ast/selector/SimpleSelector.scala	shortcuts	resolved	low	2 shortcut hit(s): placeholder-comment, unsupported-op	2026-04-18	manual
ISS-216	ssg-sass/src/main/scala/ssg/sass/extend/ExtendFunctions.scala	shortcuts	resolved	low	1 shortcut hit(s): simplified-comment	2026-04-18	manual
ISS-217	ssg-sass/src/main/scala/ssg/sass/extend/ExtensionStore.scala	shortcuts	resolved	medium	 — 3 unsupported-op hits are in EmptyExtensionStore matching Dart empty_extension_store.dart throws UnsupportedError. 1 placeholder-comment hit is for ExtendUtils docstring, not a real stub.	2026-04-17	manual
ISS-218	ssg-sass/src/main/scala/ssg/sass/functions/ColorFunctions.scala	shortcuts	resolved	medium	3 shortcut hit(s): unsupported-op, for-now-comment, not-yet-comment	2026-04-18	manual
ISS-219	ssg-sass/src/main/scala/ssg/sass/importer/Importer.scala	shortcuts	open	low	1 shortcut hit(s): stub-comment	2026-04-10	manual
ISS-220	ssg-sass/src/main/scala/ssg/sass/parse/AtRootQueryParser.scala	shortcuts	open	low	2 shortcut hit(s): flag-break-var	2026-04-10	manual
ISS-221	ssg-sass/src/main/scala/ssg/sass/parse/KeyframeSelectorParser.scala	shortcuts	open	low	2 shortcut hit(s): flag-break-var	2026-04-10	manual
ISS-222	ssg-sass/src/main/scala/ssg/sass/parse/MediaQueryParser.scala	shortcuts	open	medium	3 shortcut hit(s): flag-break-var	2026-04-10	manual
ISS-223	ssg-sass/src/main/scala/ssg/sass/parse/Parser.scala	shortcuts	open	medium	3 shortcut hit(s): flag-break-var, minimal-comment	2026-04-10	manual
ISS-224	ssg-sass/src/main/scala/ssg/sass/parse/SassParser.scala	shortcuts	open	medium	7 shortcut hit(s): unsupported-op	2026-04-10	manual
ISS-225	ssg-sass/src/main/scala/ssg/sass/parse/ScssParser.scala	shortcuts	open	low	2 shortcut hit(s): todo, simplified-comment	2026-04-10	manual
ISS-226	ssg-sass/src/main/scala/ssg/sass/parse/StylesheetParser.scala	shortcuts	open	high	19 shortcut hit(s): for-now-comment, not-yet-comment, flag-break-var	2026-04-10	manual
ISS-227	ssg-sass/src/main/scala/ssg/sass/util/MergedMapView.scala	shortcuts	open	medium	3 shortcut hit(s): unsupported-op	2026-04-10	manual
ISS-228	ssg-sass/src/main/scala/ssg/sass/value/SassCalculation.scala	shortcuts	resolved	medium	6 shortcut hit(s): simplified-comment, deferred-comment, unsupported-op	2026-04-18	manual
ISS-229	ssg-sass/src/main/scala/ssg/sass/value/Value.scala	shortcuts	resolved	low	1 shortcut hit(s): for-now-comment	2026-04-18	manual
ISS-230	ssg-sass/src/main/scala/ssg/sass/value/color/ColorSpace.scala	shortcuts	open	medium	3 shortcut hit(s): unsupported-op	2026-04-10	manual
ISS-231	ssg-sass/src/main/scala/ssg/sass/value/number/ComplexSassNumber.scala	shortcuts	open	low	1 shortcut hit(s): unsupported-op	2026-04-10	manual
ISS-232	ssg-sass/src/main/scala/ssg/sass/visitor/CloneCssVisitor.scala	shortcuts	open	low	1 shortcut hit(s): for-now-comment	2026-04-10	manual
ISS-233	ssg-sass/src/main/scala/ssg/sass/visitor/EvaluateVisitor.scala	shortcuts	open	high	28 shortcut hit(s): cssStub-fn, pending-comment, simplified-comment	2026-04-10	manual
ISS-234	ssg-sass/src/main/scala/ssg/sass/visitor/SerializeVisitor.scala	shortcuts	open	medium	3 shortcut hit(s): flag-break-var, placeholder-comment, not-yet-comment	2026-04-10	manual
ISS-235	ssg-sass/src/main/scala/ssg/sass/parse/StylesheetParser.scala	parser	open	high	B001: Escape sequence decoding -- partial fix landed (+37), ~127 remaining cases need _parseInterpolatedString and _expression paths. Port-task B001.	2026-04-10	manual
ISS-236	ssg-sass/src/main/scala/ssg/sass/value/SassString.scala	parser	open	low	B005: Escape rendering trailing space -- hex escape needs trailing space when followed by hex char. ~2 cases. Port-task B005.	2026-04-10	manual
ISS-237	ssg-sass/src/main/scala/ssg/sass/value/SassList.scala	functions	open	low	B006: list-separator() returns wrong value for empty lists. ~2 cases. Port-task B006.	2026-04-10	manual
ISS-238	ssg-sass/src/main/scala/ssg/sass/parse/StylesheetParser.scala	parser	open	low	B007: Quote-flip -- quoted strings with both quote types should flip. ~2 cases. Port-task B007.	2026-04-10	manual
ISS-239	ssg-sass/src/main/scala/ssg/sass/extend/ExtensionStore.scala	extend	resolved	medium	B012: Extend namespace unification -- namespace-qualified selectors (*|a, ns|a) fail @extend. ~25 cases. Port-task B012.	2026-04-18	manual
ISS-240	ssg-sass/src/main/scala/ssg/sass/extend/ExtendFunctions.scala	extend	resolved	medium	 — Already fixed: mergeTrailingCombinators (lines 362-490) now faithfully ports all combinator-pair cases from dart-sass _mergeTrailingCombinators (lines 438-577). ISS-281 already confirmed this.	2026-04-17	manual
ISS-241	ssg-sass/src/main/scala/ssg/sass/parse/StylesheetParser.scala	parser	open	medium	 — Fixed in commit d9909d2 (+43 cases, 8 validation regressions accepted). url() syntax and modifier parsing added. REOPEN: prior fix was an ad-hoc patch. Requires full faithful port of the original dart-sass method(s).	2026-04-10	manual
ISS-242	ssg-sass/src/main/scala/ssg/sass/value/SassCalculation.scala	evaluator	resolved	medium	B016: CSS math function validation -- mod/atan2/exp/sqrt/pow/log etc. do not validate argument count, types, or unit compatibility. ~45 cases. Port-task B016.	2026-04-18	manual
ISS-243	ssg-sass/src/main/scala/ssg/sass/ast/selector/ComplexSelector.scala	selectors	resolved	medium	B018: Bogus combinator suppression -- leading/trailing combinators (> a, + ~ a) should mark selector as bogus and suppress output. ~23 cases. Port-task B018.	2026-04-18	manual
ISS-244	ssg-sass/src/main/scala/ssg/sass/visitor/EvaluateVisitor.scala	evaluator	open	medium	B020: Parent selector & inside :is()/:where()/:matches() at top level should be resolved, not emitted literally. ~10 cases. Port-task B020.	2026-04-10	manual
ISS-245	ssg-sass/src/main/scala/ssg/sass/visitor/EvaluateVisitor.scala	evaluator	open	medium	B021: Placeholder selectors (%foo) inside :is()/:where()/:not() should cause argument/rule removal. ~10 cases. Port-task B021.	2026-04-10	manual
ISS-246	ssg-sass/src/main/scala/ssg/sass/visitor/EvaluateVisitor.scala	evaluator	open	medium	 — Fixed in commit 3a9b196 (+17 cases). User-defined functions now shadow CSS math. REOPEN: prior fix was an ad-hoc patch. Requires full faithful port of the original dart-sass method(s).	2026-04-10	manual
ISS-247	ssg-sass/src/main/scala/ssg/sass/visitor/SerializeVisitor.scala	serializer	open	medium	 — Fixed in commit 72b6bbf (+99 cases). REOPEN: prior fix was an ad-hoc patch. Requires full faithful port of the original dart-sass method(s).	2026-04-10	manual
ISS-248	ssg-sass/src/main/scala/ssg/sass/parse/StylesheetParser.scala	parser	open	medium	 — Fixed in commit 4c7dd17 (+9 cases). REOPEN: prior fix was an ad-hoc patch. Requires full faithful port of the original dart-sass method(s).	2026-04-10	manual
ISS-249	ssg-sass/src/main/scala/ssg/sass/visitor/EvaluateVisitor.scala	evaluator	open	medium	 — Fixed in commit 90ff8ab. REOPEN: prior fix was an ad-hoc patch. Requires full faithful port of the original dart-sass method(s).	2026-04-10	manual
ISS-250	ssg-sass/src/main/scala/ssg/sass/ast/selector/Selector.scala	selectors	open	low	 — Fixed in commit f823aa3 (+7 cases). REOPEN: prior fix was an ad-hoc patch. Requires full faithful port of the original dart-sass method(s).	2026-04-10	manual
ISS-251	ssg-sass/src/main/scala/ssg/sass/value/SassList.scala	evaluator	open	low	 — Fixed in commit a428b2e (+3 cases). REOPEN: prior fix was an ad-hoc patch. Requires full faithful port of the original dart-sass method(s).	2026-04-10	manual
ISS-252	ssg-sass/src/main/scala/ssg/sass/parse/StylesheetParser.scala	parser	resolved	high	Declaration value wiring to _rdExpression causes infinite loop. Root cause: _rdExpression with until callback still hangs on some inputs. Stall detectors (position-based, recursion depth, total iteration count) do not fire — the loop advances the scanner each iteration. Likely the scanner runs past the entire file without hitting a stop condition. Needs: single-test reproduction to identify the exact input, then fix the stop condition or the expression form that eats past boundaries.	2026-04-12	manual
ISS-253	ssg-sass/src/main/scala/ssg/sass/extend/ExtendFunctions.scala	comment	resolved	minor	 — Already fixed: isUnique at line 616 has no @nowarn annotation or stale comment	2026-04-17	manual
ISS-254	ssg-sass/src/main/scala/ssg/sass/ast/selector/ComplexSelector.scala	comment	open	minor	Stale header comment on line 15 says 'isSuperselector delegates to extend functions (stub for now)' but the delegation is now fully implemented via private complexIsSuperselector -> ExtendFunctions.complexIsSuperselector. Remove '(stub for now)' phrasing. Also line 71 says 'which will be ported separately' — it has already been ported. Update to reflect current state.	2026-04-11	manual
ISS-255	ssg-sass/src/main/scala/ssg/sass/extend/ExtendFunctions.scala	extend	resolved	high	unifyComplex missing isUseless check: Dart functions.dart line 45 checks 'if (complex.isUseless) return null' inside the for-loop over complexes. Scala line 103 checks 'if (complex.components.isEmpty)' which is a different and narrower check. isUseless (Selector.scala line 58) checks for bogus selectors that can't be transformed into valid CSS by extend/nesting. The components.isEmpty check only catches empty-component selectors. Port the isUseless check faithfully.	2026-04-11	manual
ISS-256	ssg-sass/src/main/scala/ssg/sass/extend/ExtendFunctions.scala	extend	resolved	medium	 — Already fixed: extra leading-combinator guard at lines 110-113 has been removed, code now matches Dart pattern	2026-04-17	manual
ISS-257	ssg-sass/src/main/scala/ssg/sass/extend/ExtendFunctions.scala	extend	resolved	medium	 — Already fixed: extra trailing-combinator guard has been removed, code now matches Dart pattern	2026-04-17	manual
ISS-258	ssg-sass/src/main/scala/ssg/sass/ast/selector/CompoundSelector.scala	extend	resolved	high	CompoundSelector.selectorPseudoIsSuperselector :is/:where/:any/:matches path uses approximation instead of full complexIsSuperselector: Line 230 calls private 'complexIsSuperselectorComponents' which is explicitly a 'cheap approximation' (lines 310-322) doing prefix-matching without combinator awareness. Dart functions.dart line 990 calls the full top-level 'complexIsSuperselector' which is the combinator-aware sliding-window algorithm. Now that ExtendFunctions.complexIsSuperselector is fully ported, line 230 should call ExtendFunctions.complexIsSuperselector(complex1.components, target) instead of the private approximation.	2026-04-11	manual
ISS-259	ssg-sass/src/main/scala/ssg/sass/extend/ExtendFunctions.scala	comment	open	minor	unifyComplex docstring at lines 84-88 says 'while skipping the trailing-combinator merging matrix and second-law specificity trimming that drive only rare edge cases'. The trailing-combinator merging IS now ported via mergeTrailingCombinators (lines 368-496). The docstring is stale and should be updated to reflect that the full algorithm is now implemented. Only the second-law specificity trimming remains external (in ExtensionStore).	2026-04-11	manual
ISS-260	ssg-sass/src/main/scala/ssg/sass/extend/ExtendFunctions.scala	comment	resolved	minor	weave method has two separate docstring blocks at lines 168-176 and 177-178 that should be merged into a single Scaladoc comment. The forceLineBreak description at line 177 is a separate doc comment instead of being part of the main doc comment.	2026-04-11	manual
ISS-261	ssg-sass/src/main/scala/ssg/sass/extend/ExtendFunctions.scala	convention	resolved	minor	chunks method (line 337) is public ('def chunks[T]') but Dart _chunks (line 618) is private. Should be 'private def chunks[T]' to match Dart visibility.	2026-04-11	manual
ISS-262	ssg-sass/src/main/scala/ssg/sass/ast/selector/SelectorList.scala	comment	resolved	minor	Stale comment on line 316 says 'which will be ported separately' for listIsSuperselector, but it has already been ported in ExtendFunctions.listIsSuperselector (line 673). Update comment to reflect current state.	2026-04-11	manual
ISS-263	ssg-sass/src/main/scala/ssg/sass/extend/ExtendFunctions.scala	missing-logic	resolved	medium	 — Already fixed: line 102 now correctly checks complex.isUseless matching Dart line 45	2026-04-17	manual
ISS-264	ssg-sass/src/main/scala/ssg/sass/extend/ExtendFunctions.scala	missing-logic	resolved	low	 — Already fixed: the extra leading-combinator else-if has been removed, Dart fall-through behavior is now matched	2026-04-17	manual
ISS-265	ssg-sass/src/main/scala/ssg/sass/ast/selector/CompoundSelector.scala	missing-logic	resolved	medium	selectorPseudoIsSuperselector :is/:matches/:where path uses approximate complexIsSuperselectorComponents instead of full ExtendFunctions.complexIsSuperselector: Dart functions.dart:988-994 calls the real complexIsSuperselector(complex1.components, [...?parents, ComplexSelectorComponent(compound2, const [], compound2.span)]). Scala CompoundSelector.scala:224-231 calls a private complexIsSuperselectorComponents (lines 324-350) that is a simplified greedy-match algorithm ignoring combinators entirely. This means :is() superselector checks involving child/sibling combinators (e.g. ':is(.a > .b)' vs '.a > .b .c') may produce incorrect results. Fix: replace complexIsSuperselectorComponents call with ExtendFunctions.complexIsSuperselector(complex1.components, target).	2026-04-11	manual
ISS-266	ssg-sass/src/main/scala/ssg/sass/extend/ExtendFunctions.scala	doc	resolved	low	unifyComplex docstring says 'skipping the trailing-combinator merging matrix': The docstring on Scala lines 86-87 says this is a 'pragmatic port' that skips trailing-combinator merging. However, the actual implementation on lines 116-123 DOES handle trailing combinators (single-combinator merge and multi-combinator rejection). The docstring is stale and misleading. Fix: update the docstring to remove the 'pragmatic port' / 'skipping' language since the implementation handles trailing combinators faithfully.	2026-04-11	manual
ISS-267	ssg-sass/src/main/scala/ssg/sass/value/color/InterpolationMethod.scala	missing_method	resolved	major	InterpolationMethod.fromValue factory method not ported - Dart lines 39-82 parse a SassScript value as an interpolation method (handles space name + optional hue method + 'hue' keyword). Required for color.mix() with method argument	2026-04-11	manual
ISS-268	ssg-sass/src/main/scala/ssg/sass/functions/ColorFunctions.scala	missing_method	resolved	major	_parseChannels not ported - Dart lines 1666-1785 parse color components from space-separated list with slash alpha syntax. Required for modern CSS color syntax like 'lab(50% 20 -30 / 0.5)'. Currently only comma syntax supported.	2026-04-11	manual
ISS-269	ssg-sass/src/main/scala/ssg/sass/functions/ColorFunctions.scala	missing_method	resolved	major	_parseSlashChannels not ported - Dart lines 1797-1828 parse slash-separated channels for modern CSS color syntax. Required by _parseChannels.	2026-04-11	manual
ISS-270	ssg-sass/src/main/scala/ssg/sass/functions/ColorFunctions.scala	missing_method	resolved	minor	_parseNumberOrString not ported - Dart lines 1831-1837 parse text as number or unquoted string. Used by _parseSlashChannels for parsing alpha after slash.	2026-04-18	manual
ISS-271	ssg-sass/src/main/scala/ssg/sass/value/SassColor.scala	missing_method	open	minor	changeRgb, changeHsl, changeHwb deprecated methods not ported - Dart lines 812-863. These are deprecated but dart-sass still supports them for backwards compatibility.	2026-04-11	manual
ISS-272	ssg-sass/src/main/scala/ssg/sass/functions/ColorFunctions.scala	missing_method	open	minor	_removedColorFunction helper not ported - Dart lines 1343-1357. Returns a BuiltInCallable that throws an error directing users to use color.adjust() instead. Used in sass:color module for deprecated functions.	2026-04-11	manual
ISS-273	ssg-sass/src/main/scala/ssg/sass/functions/ColorFunctions.scala	missing_method	open	minor	_suggestScaleAndAdjust not ported - Dart lines 1992-2048. Returns suggested translations for deprecated color modification functions. Used in deprecation warnings.	2026-04-11	manual
ISS-274	ssg-sass/src/main/scala/ssg/sass/functions/ColorFunctions.scala	missing_method	open	minor	_channelName not ported - Dart lines 2050-2053. Extracts and validates channel name from argument. Simple utility but missing.	2026-04-11	manual
ISS-275	ssg-sass/src/main/scala/ssg/sass/functions/ColorFunctions.scala	missing_method	open	minor	_microsoftFilterStart regex not ported - Dart line 23. Used for detecting proprietary Microsoft alpha() filter syntax in global alpha function.	2026-04-11	manual
ISS-276	ssg-sass/src/main/scala/ssg/sass/functions/ColorFunctions.scala	logic_gap	resolved	major	Color functions do not check isLegacy and throw errors for non-legacy colors. Dart-sass lighten(), darken(), saturate(), desaturate(), adjust-hue(), opacify(), transparentize() all throw 'only supported for legacy colors' when passed non-legacy. Port allows non-legacy to pass through silently.	2026-04-11	manual
ISS-277	ssg-sass/src/main/scala/ssg/sass/functions/ColorFunctions.scala	logic_gap	resolved	major	grayscale() for non-legacy colors should use oklch space (set chroma to 0) per Dart lines 974-981. Port only handles legacy HSL path.	2026-04-11	manual
ISS-278	ssg-sass/src/main/scala/ssg/sass/functions/ColorFunctions.scala	logic_gap	open	minor	mix() function missing isLegacy check and error for mixing non-legacy colors without explicit method. Dart lines 793-807 throw 'To use color.mix() with non-legacy color, you must provide a $method'.	2026-04-11	manual
ISS-279	ssg-sass/src/main/scala/ssg/sass/functions/ColorFunctions.scala	logic_gap	open	minor	Deprecation warnings for legacy color functions do not include specific suggestions like Dart's _suggestScaleAndAdjust. Port uses generic messages without scale/adjust alternatives.	2026-04-11	manual
ISS-280	ssg-sass/src/main/scala/ssg/sass/extend/ExtendFunctions.scala	extend	resolved	minor	 — Resolved: ISS-255 was indeed already resolved, confirmed by this audit	2026-04-17	manual
ISS-281	ssg-sass/src/main/scala/ssg/sass/extend/ExtendFunctions.scala	extend	resolved	minor	 — Resolved: mergeTrailingCombinators confirmed complete by this audit	2026-04-17	manual
ISS-282	ssg-sass/src/main/scala/ssg/sass/extend/ExtendFunctions.scala	extend	resolved	minor	 — Resolved: weave/weaveParents confirmed complete by this audit	2026-04-17	manual
ISS-283	ssg-sass/src/main/scala/ssg/sass/extend/Extension.scala	extend	resolved	minor	 — Resolved: ISS-349 has been closed per this audit	2026-04-17	manual
ISS-284	ssg-sass/src/main/scala/ssg/sass/extend/ExtensionStore.scala	extend	open	minor	ISS-350 misattributed: bogus-combinator deprecation warnings are emitted in EvaluateVisitor._warnForBogusCombinators (dart-sass evaluate.dart lines 2485-2530), not in ExtensionStore. Move this issue to EvaluateVisitor.scala if the deprecation warning is desired.	2026-04-11	manual
ISS-285	ssg-sass/src/main/scala/ssg/sass/extend/ExtendFunctions.scala	extend	resolved	minor	 — Resolved: ISS-256 was already fixed in the current code, confirmed by this audit	2026-04-17	manual
ISS-286	ssg-sass/src/main/scala/ssg/sass/value/color/InterpolationMethod.scala	functions	resolved	high	InterpolationMethod.fromValue not ported (Dart lines 39-82). Blocks parsing method argument in color.mix().	2026-04-11	manual
ISS-287	ssg-sass/src/main/scala/ssg/sass/functions/ColorFunctions.scala	parser	resolved	high	_parseChannels not ported (Dart lines 1666-1785, 120 LOC). Parses color components from space-separated list with slash alpha. Blocks modern CSS color syntax.	2026-04-11	manual
ISS-288	ssg-sass/src/main/scala/ssg/sass/functions/ColorFunctions.scala	colors	resolved	medium	isLegacy validation missing in legacy color functions: lighten/darken/saturate/desaturate/adjust-hue/opacify/transparentize should throw for non-legacy inputs.	2026-04-18	manual
ISS-289	ssg-sass/src/main/scala/ssg/sass/functions/ColorFunctions.scala	colors	resolved	medium	grayscale() non-legacy path missing: for non-legacy colors, should convert to oklch and set chroma to 0 instead of using HSL saturation.	2026-04-18	manual
ISS-290	ssg-sass/src/main/scala/ssg/sass/functions/ColorFunctions.scala	logic	resolved	critical	colorFromChannelsModern LCH/OKLCH uses channel0 for hue but should use channel2 - line 418 passes channel0 to angleValue for hue but LCH/OKLCH channel order is [0]=lightness [1]=chroma [2]=hue	2026-04-11	manual
ISS-291	ssg-sass/src/main/scala/ssg/sass/functions/ColorFunctions.scala	logic	resolved	major	colorFromChannelsModern HWB missing whiteness+blackness normalization - original lines 1877-1882 normalize when w+b>100 but ported version at lines 387-393 does not	2026-04-11	manual
ISS-292	ssg-sass/src/main/scala/ssg/sass/functions/ColorFunctions.scala	logic	resolved	major	colorFromChannelsModern HWB missing assertUnit for whiteness/blackness - original lines 1872-1873 have channel1?.assertUnit('%', 'whiteness') and channel2?.assertUnit('%', 'blackness')	2026-04-11	manual
ISS-293	ssg-sass/src/main/scala/ssg/sass/functions/ColorFunctions.scala	logic	open	minor	colorFromChannelsModern HSL missing _checkPercent deprecation warnings - original lines 1854-1855 call _checkPercent for saturation/lightness to emit deprecation warnings for non-% units	2026-04-11	manual
ISS-294	ssg-sass/src/main/scala/ssg/sass/functions/ColorFunctions.scala	logic	resolved	minor	channelFromValueModern angle channels not normalized to 0-360 - original line 1948 uses 'value.coerceValueToUnit(deg) % 360' but ported line 455 does not apply modulo	2026-04-11	manual
ISS-295	ssg-sass/src/main/scala/ssg/sass/functions/ColorFunctions.scala	logic	resolved	minor	forcePercent differs from original - original _forcePercent lines 1913-1917 converts any non-% unit to % by creating SassNumber(value, '%') but ported version lines 478-482 keeps non-% units as-is	2026-04-18	manual
ISS-296	ssg-sass/src/main/scala/ssg/sass/functions/ColorFunctions.scala	logic	open	minor	angleValue missing deprecation warning - original _angleValue lines 1459-1467 emits Deprecation.functionUnits warning for non-angle units but ported version lines 1440-1442 silently accepts	2026-04-11	manual
ISS-297	ssg-sass/src/main/scala/ssg/sass/functions/ColorFunctions.scala	deprecations	open	low	HSL _checkPercent deprecation warning missing: no deprecation warning for non-% saturation/lightness values	2026-04-11	manual
ISS-298	ssg-sass/src/main/scala/ssg/sass/functions/ColorFunctions.scala	deprecations	open	low	angleValue missing deprecation warning for non-angle compatible units	2026-04-11	manual
ISS-299	ssg-sass/src/main/scala/ssg/sass/visitor/EvaluateVisitor.scala	evaluator	resolved	high	"calc-size() function not wired: SassCalculation.calcSize() exists (line 551-560) but EvaluateVisitor does not include 'calc-size' in the calculation function list (line 439) and has no dispatch case. Add 'calc-size' to case match and dispatch: case ""calc-size"" if converted.length == 2 => SassCalculation.calcSize(converted(0), Nullable(converted(1)))"	2026-04-12	manual
ISS-300	ssg-sass/src/main/scala/ssg/sass/value/SassCalculation.scala	evaluator	resolved	medium	"abs() missing deprecation warning: Dart calculation.dart:262-270 calls warnForDeprecation(Deprecation.absPercent, ...) when argument has unit '%'. Port (lines 275-284) has only a comment but no actual call. Add: if (number.hasUnit(""%"")) EvaluationContext.warnForDeprecation(Deprecation.AbsPercent, ""Passing percentage units to the global abs() function is deprecated..."")"	2026-04-18	manual
ISS-301	ssg-sass/src/main/scala/ssg/sass/value/SassCalculation.scala	serialization	open	low	"CalculationOperation.toString uses basic string interpolation instead of proper serialization: Dart calculation.dart:1011-1017 uses serializeValue(SassCalculation._("""",[this]),inspect:true) and substring. Port line 940-942 uses simple s""$left ${operator.operator} $right"". Update once serializer is fully ported."	2026-04-12	manual
